PID,Gene,Code,COG,Product,Length,Synonym,IsORF,ATG,TGA,IsBlankSegment
NP_418165.1,tnaB,,,tryptophan:H(+) symporter TnaB,1248,b3709,True,751417,750170,False
NP_418166.1,mdtL,,,efflux pump MdtL,1176,b3710,True,750038,748863,False
NP_418167.1,yidZ,,,DNA-binding transcriptional dual regulator YidZ,960,b3711,True,748888,747929,False
NP_418168.2,yieE,,,putative phosphopantetheinyl transferase,750,b3712,True,747772,747023,False
NP_418169.1,yieF,,,quinone reductase,567,b3713,True,747001,746435,False
NP_418170.1,adeP,,,adenine:H(+) symporter,1338,b3714,True,745044,746381,False
NP_418171.1,yieH,,,6-phosphogluconate phosphatase,666,b3715,True,744879,744214,False
NP_418172.1,cbrB,,,putative inner membrane protein,468,b3716,True,744147,743680,False
NP_418173.1,cbrC,,,PF03691 family colicin E2 tolerance protein CbrC,588,b3717,True,743631,743044,False
YP_026242.1,yieK,,,putative glucosamine-6-phosphate deaminase YieK,723,b3718,True,742260,742982,False
NP_418175.3,yieL,,,putative hydrolase YieL,1170,b3719,True,741076,742245,False
NP_418176.1,bglH,,,"carbohydrate-specific outer membrane porin, cryptic",1617,b3720,True,739433,741049,False
NP_418177.1,bglB,,,6-phospho-beta-glucosidase B,1413,b3721,True,737952,739364,False
NP_418178.1,bglF,,,beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,1878,b3722,True,736056,737933,False
NP_418179.1,bglG,,,transcriptional antiterminator BglG,837,b3723,True,735086,735922,False
NP_418180.1,phoU,,,negative regulator of the pho regulon,726,b3724,True,734075,734800,False
NP_418181.1,pstB,,,phosphate ABC transporter ATP binding subunit,774,b3725,True,733287,734060,False
NP_418182.1,pstA,,,phosphate ABC transporter membrane subunit PstA,891,b3726,True,732214,733104,False
NP_418183.1,pstC,,,phosphate ABC transporter membrane subunit PstC,960,b3727,True,731255,732214,False
NP_418184.1,pstS,,,phosphate ABC transporter periplasmic binding protein,1041,b3728,True,730128,731168,False
NP_418185.1,glmS,,,L-glutamine--D-fructose-6-phosphate aminotransferase,1830,b3729,True,727985,729814,False
NP_418186.1,glmU,,,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,1371,b3730,True,726453,727823,False
NP_418187.1,atpC,,,ATP synthase F1 complex subunit epsilon,420,b3731,True,725681,726100,False
NP_418188.1,atpD,,,ATP synthase F1 complex subunit beta,1383,b3732,True,724278,725660,False
NP_418189.1,atpG,,,ATP synthase F1 complex subunit gamma,864,b3733,True,723388,724251,False
NP_418190.1,atpA,,,ATP synthase F1 complex subunit alpha,1542,b3734,True,721796,723337,False
NP_418191.1,atpH,,,ATP synthase F1 complex subunit delta,534,b3735,True,721250,721783,False
NP_418192.1,atpF,,,ATP synthase Fo complex subunit b,471,b3736,True,720765,721235,False
NP_418193.1,atpE,,,ATP synthase Fo complex subunit c,240,b3737,True,720464,720703,False
NP_418194.1,atpB,,,ATP synthase Fo complex subunit a,816,b3738,True,719602,720417,False
NP_418195.2,atpI,,,ATP synthase accessory factor AtpI,381,b3739,True,719213,719593,False
NP_418196.1,rsmG,,,16S rRNA m(7)G527 methyltransferase,624,b3740,True,717973,718596,False
NP_418197.1,mnmG,,,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,1890,b3741,True,716020,717909,False
NP_418198.1,mioC,,,flavoprotein MioC,444,b3742,True,715198,715641,False
NP_418199.1,asnC,,,DNA-binding transcriptional dual regulator AsnC,459,b3743,True,714650,715108,False
NP_418200.1,asnA,,,asparagine synthetase A,993,b3744,True,714498,713506,False
YP_026243.1,viaA,,,protein ViaA,1452,b3745,True,712050,713501,False
NP_418202.4,ravA,,,regulatory ATPase RavA,1497,b3746,True,710560,712056,False
YP_026244.1,kup,,,K(+):H(+) symporter Kup,1869,b3747,True,710337,708469,False
NP_418204.2,rbsD,,,D-ribose pyranase,420,b3748,True,708302,707883,False
NP_418205.1,rbsA,,,ribose ABC transporter ATP binding subunit,1506,b3749,True,707875,706370,False
NP_418206.1,rbsC,,,ribose ABC transporter membrane subunit,966,b3750,True,706365,705400,False
NP_418207.1,rbsB,,,ribose ABC transporter periplasmic binding protein,891,b3751,True,705375,704485,False
,rbsZ,,,small regulatory RNA RbsZ,234,b4804,True,704608,704375,False
NP_418208.1,rbsK,,,ribokinase,930,b3752,True,704359,703430,False
NP_418209.1,rbsR,,,DNA-binding transcriptional dual regulator RbsR,993,b3753,True,703426,702434,False
NP_418210.1,hsrA,,,putative transporter HsrA,1428,b3754,True,701041,702468,False
YP_026245.1,yieP,,,DNA-binding transcriptional regulator YieP,693,b3755,True,700326,701018,False
,rrsC,,,16S ribosomal RNA,1542,b3756,True,699845,698304,False
,gltU,,,tRNA-Glu,76,b3757,True,698218,698143,False
,rrlC,,,23S ribosomal RNA,2904,b3758,True,697949,695046,False
,rrfC,,,5S ribosomal RNA,120,b3759,True,694953,694834,False
,aspT,,,tRNA-Asp,77,b3760,True,694781,694705,False
,trpT,,,tRNA-Trp,76,b3761,True,694696,694621,False
YP_026246.1,hdfR,,,DNA-binding transcriptional dual regulator HdfR,840,b4480,True,693686,694525,False
NP_418213.1,maoP,,,macrodomain Ori protein,339,b3764,True,693567,693229,False
NP_418214.2,yifB,,,putative magnesium chelatase YifB,1521,b3765,True,691684,693204,False
NP_418215.1,ilvL,,,ilvXGMEDA operon leader peptide,99,b3766,True,691331,691233,False
YP_002791259.1,ilvX,,,uncharacterized protein IlvX,51,b4669,True,691146,691096,False
NP_418217.1,ilvM,,,acetolactate synthase II subunit IlvM,264,b3769,True,689452,689189,False
YP_026247.1,ilvE,,,branched-chain-amino-acid aminotransferase,930,b3770,True,689169,688240,False
YP_026248.1,ilvD,,,dihydroxy-acid dehydratase,1851,b3771,True,688175,686325,False
NP_418220.1,ilvA,,,threonine deaminase,1545,b3772,True,686322,684778,False
NP_418221.1,ilvY,,,DNA-binding transcriptional dual regulator IlvY,894,b3773,True,683833,684726,False
NP_418222.1,ilvC,,,ketol-acid reductoisomerase (NADP(+)),1476,b3774,True,683683,682208,False
NP_418223.1,ppiC,,,peptidyl-prolyl cis-trans isomerase C,282,b3775,True,681840,682121,False
YP_026251.1,rep,,,ATP-dependent DNA helicase Rep,2022,b3778,True,680976,678955,False
YP_026252.1,gpp,,,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",1485,b3779,True,677424,678908,False
NP_418227.1,rhlB,,,ATP-dependent RNA helicase RhlB,1266,b3780,True,676023,677288,False
NP_418228.2,trxA,,,thioredoxin 1,330,b3781,True,675892,675563,False
YP_009518827.1,rhoL,,,rho operon leader peptide,102,b3782,True,675422,675321,False
NP_418230.1,rho,,,transcription termination factor Rho,1260,b3783,True,675236,673977,False
NP_418231.1,rfe,,,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,1104,b3784,True,673737,672634,False
NP_418232.2,wzzE,,,enterobacterial common antigen polysaccharide co-polymerase,1047,b3785,True,672622,671576,False
YP_026253.1,wecB,,,UDP-N-acetylglucosamine 2-epimerase,1131,b3786,True,671520,670390,False
YP_026254.1,wecC,,,UDP-N-acetyl-D-mannosamine dehydrogenase,1263,b3787,True,670393,669131,False
YP_026255.1,rffG,,,"dTDP-glucose 4,6-dehydratase 2",1068,b3788,True,669131,668064,False
NP_418236.1,rffH,,,glucose-1-phosphate thymidylyltransferase 2,882,b3789,True,668045,667164,False
YP_026256.2,rffC,,,RffC,675,b3790,True,667186,666512,False
NP_418238.1,wecE,,,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,1131,b3791,True,666507,665377,False
NP_418239.1,wzxE,,,lipid IIIECA flippase,1251,b3792,True,665375,664125,False
YP_026257.1,wecF,,,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,1080,b4481,True,664128,663049,False
NP_418241.1,wzyE,,,enterobacterial common antigen polymerase,1353,b3793,True,663052,661700,False
NP_418242.1,rffM,,,UDP-N-acetyl-D-mannosaminuronic acid transferase,741,b3794,True,661697,660957,False
YP_026258.1,yifK,,,putative transporter YifK,1386,b3795,True,660766,659381,False
,argX,,,tRNA-Arg,77,b3796,True,659278,659202,False
,hisR,,,tRNA-His,77,b3797,True,659144,659068,False
,leuT,,,tRNA-Leu,87,b3798,True,659047,658961,False
,proM,,,tRNA-Pro,77,b3799,True,658918,658842,False
YP_026259.1,aslB,,,putative anaerobic sulfatase maturation enzyme AslB,1236,b3800,True,658695,657460,False
NP_418245.1,aslA,,,putative sulfatase AslA,1656,b3801,True,655646,657301,False
,glmZ,,,small regulatory RNA GlmZ,172,b4456,True,655221,655050,False
NP_418246.1,hemY,,,protein HemY,1197,b3802,True,653771,654967,False
NP_418247.1,hemX,,,PF04375 family protein HemX,1182,b3803,True,652587,653768,False
NP_418248.1,hemD,,,uroporphyrinogen-III synthase,741,b3804,True,651825,652565,False
YP_026260.1,hemC,,,hydroxymethylbilane synthase,942,b3805,True,650887,651828,False
NP_418250.1,cyaA,,,adenylate cyclase,2547,b3806,True,650500,647954,False
NP_418251.1,cyaY,,,frataxin CyaY,321,b3807,True,647594,647914,False
YP_009518828.1,yzcX,,,protein YzcX,486,b3808,True,647803,647318,False
YP_588473.1,yifL,,,putative lipoprotein YifL,204,b4558,True,647131,646928,False
NP_418254.2,dapF,,,diaminopimelate epimerase,825,b3809,True,646891,646067,False
NP_418255.1,yigA,,,DUF484 domain-containing protein YigA,708,b3810,True,646070,645363,False
NP_418256.1,xerC,,,site-specific tyrosine recombinase,897,b3811,True,645366,644470,False
NP_418257.1,yigB,,,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,717,b3812,True,644470,643754,False
NP_418258.1,uvrD,,,DNA helicase II,2163,b3813,True,643670,641508,False
YP_026261.1,yigE,,,DUF2233 domain-containing protein YigE,765,b4482,True,640597,641361,False
YP_010051213.1,ysgD,,,protein YsgD,57,b4799,True,640435,640379,False
NP_418260.1,corA,,,Ni(2(+))/Co(2(+))/Mg(2(+)) transporter,951,b3816,True,640227,639277,False
NP_418261.1,yigF,,,DUF2628 domain-containing protein YigF,381,b3817,True,638854,639234,False
NP_418262.2,yigG,,,inner membrane protein,381,b3818,True,638460,638840,False
YP_026262.1,rarD,,,putative transporter RarD,891,b3819,True,637475,638365,False
NP_418264.4,yigI,,,putative thioesterase YigI,468,b3820,True,636956,637423,False
NP_418265.1,pldA,,,outer membrane phospholipase A,870,b3821,True,636791,635922,False
YP_026263.3,recQ,,,ATP-dependent DNA helicase RecQ,1830,b3822,True,635789,633960,False
YP_026264.1,rhtC,,,L-threonine exporter,621,b3823,True,633896,633276,False
YP_026265.1,rhtB,,,L-homoserine/L-homoserine lactone/L-threonine exporter,621,b3824,True,632594,633214,False
YP_026266.1,pldB,,,lysophospholipase L2,1023,b3825,True,632483,631461,False
YP_026267.1,yigL,,,phosphosugar phosphatase YigL,801,b3826,True,631453,630653,False
NP_418271.1,bioP,,,biotin transporter,900,b3827,True,630577,629678,False
NP_418272.1,metR,,,DNA-binding transcriptional dual regulator MetR,954,b3828,True,628837,629790,False
NP_418273.1,metE,,,cobalamin-independent homocysteine transmethylase,2262,b3829,True,628600,626339,False
YP_026268.1,ysgA,,,putative dienelactone hydrolase,816,b3830,True,625484,626299,False
NP_418275.1,udp,,,uridine phosphorylase,762,b3831,True,625222,624461,False
NP_418276.1,rmuC,,,putative recombination limiting protein RmuC,1428,b3832,True,624320,622893,False
YP_026269.1,ubiE,,,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase",756,b3833,True,622798,622043,False
NP_418278.1,ubiJ,,,ubiquinone biosynthesis accessory factor UbiJ,606,b3834,True,622029,621424,False
,esrE,,,small RNA EsrE,252,b4707,True,621675,621424,False
NP_418279.1,ubiB,,,ubiquinone biosynthesis protein UbiB,1641,b3835,True,621427,619787,False
NP_418280.4,tatA,,,twin arginine protein translocation system - TatA protein,270,b3836,True,619708,619439,False
YP_026270.1,tatB,,,twin arginine protein translocation system - TatB protein,516,b3838,True,619435,618920,False
NP_418282.1,tatC,,,twin arginine protein translocation system - TatC protein,777,b3839,True,618917,618141,False
YP_026271.1,tatD,,,3' -> 5' ssDNA/RNA exonuclease TatD,783,b4483,True,618099,617317,False
NP_418284.1,rfaH,,,transcription antiterminator RfaH,489,b3842,True,616832,617320,False
NP_418285.1,ubiD,,,3-octaprenyl-4-hydroxybenzoate decarboxylase,1494,b3843,True,616665,615172,False
NP_418286.1,fre,,,NAD(P)H-flavin reductase,702,b3844,True,615126,614425,False
YP_026272.1,fadA,,,3-ketoacyl-CoA thiolase,1164,b3845,True,612881,614044,False
NP_418288.1,fadB,,,"multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase",2190,b3846,True,610682,612871,False
NP_418289.1,pepQ,,,Xaa-Pro dipeptidase,1332,b3847,True,610492,609161,False
NP_418290.4,yigZ,,,IMPACT family member YigZ,615,b3848,True,609161,608547,False
YP_026273.1,trkH,,,K(+) transporter TrkH,1452,b3849,True,608508,607057,False
NP_418292.1,hemG,,,protoporphyrinogen oxidase,546,b3850,True,607045,606500,False
,rrsA,,,16S ribosomal RNA,1542,b3851,True,606122,604581,False
,ileT,,,tRNA-Ile,77,b3852,True,604512,604436,False
,alaT,,,tRNA-Ala,76,b3853,True,604393,604318,False
,rrlA,,,23S ribosomal RNA,2905,b3854,True,604134,601230,False
,rrfA,,,5S ribosomal RNA,120,b3855,True,601136,601017,False
NP_418293.2,mobB,,,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,528,b3856,True,600220,600747,False
NP_418294.1,mobA,,,molybdenum cofactor guanylyltransferase,585,b3857,True,599654,600238,False
NP_418295.1,yihD,,,DUF1040 domain-containing protein YihD,270,b3858,True,599584,599315,False
NP_418296.1,srkA,,,stress response kinase A,987,b3859,True,599238,598252,False
NP_418297.1,dsbA,,,thiol:disulfide oxidoreductase DsbA,627,b3860,True,598235,597609,False
NP_418298.4,yihF,,,DUF945 domain-containing protein YihF,1431,b3861,True,597454,596024,False
NP_418299.1,yihG,,,1-acylglycerol-3-phosphate O-acyltransferase YihG,933,b3862,True,595051,595983,False
NP_418300.1,polA,,,DNA polymerase I,2787,b3863,True,594687,591901,False
,spf,,,small regulatory RNA Spot 42,111,b3864,True,591754,591644,False
NP_418301.3,yihA,,,GTP-binding protein YihA,633,b3865,True,590888,591520,False
,csrC,,,small regulatory RNA CsrC,246,b4457,True,590617,590372,False
NP_418302.1,yihI,,,Der GTPase-activating protein YihI,510,b3866,True,590306,589797,False
NP_418303.2,hemN,,,coproporphyrinogen III dehydrogenase,1374,b3867,True,589608,588235,False
YP_002791260.1,yshB,,,uncharacterized protein YshB,111,b4686,True,587896,588006,False
NP_418304.1,glnG,,,DNA-binding transcriptional dual regulator NtrC,1410,b3868,True,586375,587784,False
NP_418305.1,glnL,,,protein histidine kinase NtrB,1050,b3869,True,585314,586363,False
NP_418306.1,glnA,,,glutamine synthetase,1410,b3870,True,583619,585028,False
YP_026274.1,bipA,,,50S ribosomal subunit assembly factor BipA,1824,b3871,True,583246,581423,False
NP_418308.1,yihL,,,putative DNA-binding transcriptional regulator YihL,711,b3872,True,581206,580496,False
NP_418309.1,yihM,,,putative TIM barrel domain-containing protein YihM,981,b3873,True,580488,579508,False
NP_418310.1,yihN,,,putative transporter YihN,1266,b3874,True,579406,578141,False
NP_418311.1,ompL,,,putative outer membrane porin L,693,b3875,True,577358,578050,False
YP_026275.1,yihO,,,putative sulfoquinovose transporter,1404,b3876,True,575887,577290,False
NP_418313.4,yihP,,,"putative 2,3-dihydroxypropane-1-sulfonate export protein",1386,b3877,True,574459,575844,False
NP_418314.1,yihQ,,,sulfoquinovosidase,2037,b3878,True,572377,574413,False
NP_418315.3,yihR,,,putative sulfoquinovose mutarotase YihR,927,b3879,True,571252,572178,False
NP_418316.4,yihS,,,sulfoquinovose isomerase,1242,b3880,True,569897,571138,False
NP_418317.1,yihT,,,6-deoxy-6-sulfofructose-1-phosphate aldolase,879,b3881,True,569002,569880,False
NP_418318.1,yihU,,,3-sulfolactaldehyde reductase,897,b3882,True,568082,568978,False
NP_418319.2,yihV,,,6-deoxy-6-sulfofructose kinase,897,b3883,True,567914,567018,False
NP_418320.2,csqR,,,DNA-binding transcriptional dual regulator CsqR,786,b3884,True,566984,566199,False
NP_418321.4,yihX,,,alpha-D-glucose-1-phosphate phosphatase YihX,600,b3885,True,566100,565501,False
NP_418322.1,yihY,,,PF03631 family membrane protein YihY,873,b3886,True,565507,564635,False
NP_418323.1,dtd,,,D-aminoacyl-tRNA deacylase,438,b3887,True,564638,564201,False
NP_418324.1,fabY,,,putative fatty acid biosynthesis enzyme FabY,990,b3888,True,564204,563215,False
NP_418325.4,yiiE,,,putative DNA-binding transcriptional regulator YiiE,219,b3889,True,562362,562144,False
NP_418326.2,yiiF,,,protein YiiF,219,b3890,True,561902,561684,False
NP_418327.1,fdhE,,,formate dehydrogenase formation protein,930,b3891,True,560425,561354,False
NP_418328.1,fdoI,,,formate dehydrogenase O subunit gamma,636,b3892,True,559793,560428,False
NP_418329.1,fdoH,,,formate dehydrogenase O subunit beta,903,b3893,True,558894,559796,False
NP_418330.1,fdoG,,,formate dehydrogenase O subunit alpha,3051,b3894,True,555831,558881,False
NP_418331.1,fdhD,,,sulfurtransferase for molybdenum cofactor sulfuration,834,b3895,True,555637,554804,False
NP_418332.1,yiiG,,,DUF3829 domain-containing lipoprotein YiiG,1056,b3896,True,554651,553596,False
NP_418333.1,frvR,,,putative DNA-binding transcriptional regulator FrvR,1749,b3897,True,551798,553546,False
NP_418334.1,frvX,,,peptidase M42 family protein FrvX,1071,b3898,True,550728,551798,False
NP_418335.4,frvB,,,putative PTS enzyme IIBC component FrvB,1452,b3899,True,549287,550738,False
NP_418336.1,frvA,,,putative PTS enzyme IIA component FrvA,447,b3900,True,548830,549276,False
NP_418337.1,rhaM,,,L-rhamnose mutarotase,315,b3901,True,548215,548529,False
NP_418338.1,rhaD,,,rhamnulose-1-phosphate aldolase,825,b3902,True,547381,548205,False
YP_026276.1,rhaA,,,L-rhamnose isomerase,1260,b3903,True,545671,546930,False
NP_418340.1,rhaB,,,rhamnulokinase,1470,b3904,True,544205,545674,False
NP_418341.1,rhaS,,,DNA-binding transcriptional activator RhaS,837,b3905,True,543917,543081,False
NP_418342.2,rhaR,,,DNA-binding transcriptional activator RhaR,849,b3906,True,543007,542159,False
NP_418343.1,rhaT,,,rhamnose/lyxose:H(+) symporter,1035,b3907,True,541128,542162,False
NP_418344.3,sodA,,,superoxide dismutase (Mn),621,b3908,True,540843,540223,False
NP_418345.2,kdgT,,,2-dehydro-3-deoxy-D-gluconate:H(+) symporter,984,b3909,True,539963,538980,False
NP_418346.2,yiiM,,,6-hydroxyaminopurine reductase,675,b3910,True,538831,538157,False
NP_418347.1,cpxA,,,sensor histidine kinase CpxA,1374,b3911,True,536678,538051,False
NP_418348.1,cpxR,,,DNA-binding transcriptional dual regulator CpxR,699,b3912,True,535983,536681,False
YP_026277.1,cpxP,,,periplasmic protein CpxP,501,b4484,True,535833,535333,False
,cpxQ,,,small regulatory RNA CpxQ,58,b4716,True,535323,535266,False
NP_418350.1,fieF,,,Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter,903,b3915,True,535184,534282,False
NP_418351.1,pfkA,,,6-phosphofructokinase 1,963,b3916,True,534101,533139,False
NP_418352.1,sbp,,,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,990,b3917,True,532819,531830,False
NP_418353.1,cdh,,,CDP-diacylglycerol diphosphatase,756,b3918,True,531723,530968,False
NP_418354.1,tpiA,,,triose-phosphate isomerase,768,b3919,True,530146,530913,False
NP_418355.1,yiiQ,,,DUF1454 domain-containing protein YiiQ,600,b3920,True,529439,530038,False
NP_418356.1,yiiR,,,DUF805 domain-containing protein YiiR,441,b3921,True,529338,528898,False
NP_418357.1,yiiS,,,DUF406 domain-containing protein YiiS,300,b3922,True,528686,528387,False
NP_418358.1,uspD,,,universal stress protein D,429,b3923,True,528360,527932,False
NP_418359.1,fpr,,,flavodoxin/ferredoxin-NADP(+) reductase,747,b3924,True,527181,527927,False
NP_418360.1,glpX,,,"fructose-1,6-bisphosphatase 2",1011,b3925,True,526074,527084,False
NP_418361.1,glpK,,,glycerol kinase,1509,b3926,True,524431,525939,False
NP_418362.1,glpF,,,glycerol facilitator,846,b3927,True,523563,524408,False
NP_418363.1,zapB,,,cell division factor ZapB,246,b3928,True,523138,522893,False
NP_418364.1,rraA,,,ribonuclease E inhibitor protein A,486,b3929,True,522323,522808,False
NP_418365.1,menA,,,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",927,b3930,True,521304,522230,False
NP_418366.1,hslU,,,ATPase component of the HslVU protease,1332,b3931,True,519906,521237,False
NP_418367.1,hslV,,,peptidase component of the HslVU protease,531,b3932,True,519366,519896,False
NP_418368.1,ftsN,,,cell division protein FtsN,960,b3933,True,518314,519273,False
NP_418369.1,cytR,,,DNA-binding transcriptional repressor CytR,1026,b3934,True,517197,518222,False
NP_418370.1,priA,,,primosomal protein N',2199,b3935,True,514843,517041,False
NP_418371.1,rpmE,,,50S ribosomal subunit protein L31,213,b3936,True,514640,514428,False
NP_418372.1,yiiX,,,putative lipid-binding hydrolase YiiX,609,b3937,True,513759,514367,False
NP_418373.1,metJ,,,DNA-binding transcriptional repressor MetJ,318,b3938,True,513258,513575,False
NP_418374.1,metB,,,O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase,1161,b3939,True,512981,511821,False
NP_418375.1,metL,,,fused aspartate kinase/homoserine dehydrogenase 2,2433,b3940,True,511818,509386,False
NP_418376.1,metF,,,"5,10-methylenetetrahydrofolate reductase",891,b3941,True,509037,508147,False
NP_418377.1,katG,,,catalase/hydroperoxidase HPI,2181,b3942,True,507818,505638,False
NP_418378.4,yijE,,,cystine exporter,906,b3943,True,505545,504640,False
NP_418379.1,yijF,,,DUF1287 domain-containing protein YijF,618,b3944,True,503996,504613,False
NP_418380.4,gldA,,,"L-1,2-propanediol dehydrogenase/glycerol dehydrogenase",1104,b3945,True,502618,503721,False
NP_418381.1,fsaB,,,fructose-6-phosphate aldolase 2,663,b3946,True,501945,502607,False
YP_026278.1,ptsA,,,putative PTS multiphosphoryl transfer protein PtsA,2502,b3947,True,499432,501933,False
NP_418384.1,frwC,,,putative PTS enzyme IIC component FrwC,1080,b3949,True,499123,498044,False
NP_418385.1,frwB,,,putative PTS enzyme IIB component FrwB,321,b3950,True,498029,497709,False
NP_418386.1,pflD,,,putative formate acetyltransferase 2,2298,b3951,True,497658,495361,False
NP_418387.3,pflC,,,putative pyruvate formate-lyase 2 activating enzyme PflC,879,b3952,True,495395,494517,False
NP_418388.1,frwD,,,putative PTS enzyme IIB component FrwD,342,b3953,True,494515,494174,False
NP_418389.1,yijO,,,putative DNA-binding transcriptional regulator YijO,852,b3954,True,493336,494187,False
NP_418390.1,eptC,,,phosphoethanolamine transferase EptC,1734,b3955,True,491388,493121,False
NP_418391.1,ppc,,,phosphoenolpyruvate carboxylase,2652,b3956,True,488555,491206,False
NP_418392.1,argE,,,acetylornithine deacetylase,1152,b3957,True,486806,487957,False
NP_418393.1,argC,,,N-acetylglutamylphosphate reductase,1005,b3958,True,486652,485648,False
NP_418394.3,argB,,,acetylglutamate kinase,777,b3959,True,485640,484864,False
NP_418395.1,argH,,,argininosuccinate lyase,1374,b3960,True,484803,483430,False
,oxyS,,,small regulatory RNA OxyS,117,b4458,True,483259,483375,False
NP_418396.1,oxyR,,,DNA-binding transcriptional dual regulator OxyR,918,b3961,True,483163,482246,False
NP_418397.2,sthA,,,soluble pyridine nucleotide transhydrogenase,1401,b3962,True,480863,482263,False
NP_418398.3,fabR,,,DNA-binding transcriptional repressor FabR,705,b3963,True,480586,479882,False
NP_418399.1,yijD,,,DUF1422 domain-containing inner membrane protein YijD,360,b3964,True,479882,479523,False
NP_418400.1,trmA,,,tRNA m(5)U54 methyltransferase,1101,b3965,True,478383,479483,False
NP_418401.1,btuB,,,cobalamin outer membrane transporter,1845,b3966,True,478014,476170,False
NP_418402.2,murI,,,glutamate racemase,858,b3967,True,476225,475368,False
,rrsB,,,16S ribosomal RNA,1542,b3968,True,474994,473453,False
,gltT,,,tRNA-Glu,76,b3969,True,473281,473206,False
,rrlB,,,23S ribosomal RNA,2904,b3970,True,473012,470109,False
,rrfB,,,5S ribosomal RNA,120,b3971,True,470016,469897,False
NP_418403.1,murB,,,UDP-N-acetylenolpyruvoylglucosamine reductase,1029,b3972,True,469596,468568,False
NP_418404.1,birA,,,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,966,b3973,True,468571,467606,False
NP_418405.1,coaA,,,pantothenate kinase,951,b3974,True,466627,467577,False
,thrU,,,tRNA-Thr,76,b3976,True,466265,466190,False
,tyrU,,,tRNA-Tyr,85,b3977,True,466181,466097,False
,glyT,,,tRNA-Gly,75,b3978,True,465980,465906,False
,thrT,,,tRNA-Thr,76,b3979,True,465899,465824,False
NP_418407.1,tufB,,,translation elongation factor Tu 2,1185,b3980,True,465709,464525,False
NP_418408.1,secE,,,Sec translocon subunit SecE,384,b3981,True,464295,463912,False
NP_418409.1,nusG,,,transcription termination/antitermination factor NusG,546,b3982,True,463910,463365,False
NP_418410.1,rplK,,,50S ribosomal subunit protein L11,429,b3983,True,463206,462778,False
NP_418411.1,rplA,,,50S ribosomal subunit protein L1,705,b3984,True,462774,462070,False
NP_418412.1,rplJ,,,50S ribosomal subunit protein L10,498,b3985,True,461657,461160,False
NP_418413.1,rplL,,,50S ribosomal subunit protein L12,366,b3986,True,461093,460728,False
NP_418414.1,rpoB,,,RNA polymerase subunit beta,4029,b3987,True,460408,456380,False
NP_418415.1,rpoC,,,RNA polymerase subunit beta',4224,b3988,True,456303,452080,False
NP_418416.1,yjaZ,,,protein YjaZ,540,b3989,True,451867,451328,False
,sroH,,,small RNA SroH,161,b4691,True,451166,451326,False
NP_418417.1,thiH,,,2-iminoacetate synthase,1134,b3990,True,449785,450918,False
NP_418418.2,thiG,,,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,771,b3991,True,449018,449788,False
YP_026279.1,thiS,,,sulfur carrier protein ThiS,201,b4407,True,448816,449016,False
NP_418420.4,thiF,,,sulfur carrier protein ThiS adenylyltransferase,756,b3992,True,448077,448832,False
NP_418421.1,thiE,,,thiamine phosphate synthase,636,b3993,True,447449,448084,False
NP_418422.1,thiC,,,phosphomethylpyrimidine synthase,1896,b3994,True,445554,447449,False
NP_418423.1,rsd,,,regulator of sigma D,477,b3995,True,444845,445321,False
YP_026280.1,nudC,,,RNA decapping hydrolase,774,b3996,True,444750,443977,False
NP_418425.1,hemE,,,uroporphyrinogen decarboxylase,1065,b3997,True,443937,442873,False
NP_418426.2,nfi,,,endonuclease V,672,b3998,True,442863,442192,False
NP_418427.1,yjaG,,,DUF416 domain-containing protein YjaG,591,b3999,True,442149,441559,False
NP_418428.1,hupA,,,DNA-binding protein HU-alpha,273,b4000,True,441372,441100,False
NP_418429.1,yjaH,,,DUF1481 domain-containing protein YjaH,696,b4001,True,441087,440392,False
NP_418430.2,zraP,,,signaling pathway modulator ZraP,426,b4002,True,439965,440390,False
NP_418431.1,zraS,,,sensor histidine kinase ZraS,1398,b4003,True,439727,438330,False
NP_418432.1,zraR,,,DNA-binding transcriptional activator ZraR,1326,b4004,True,438333,437008,False
NP_418433.1,purD,,,phosphoribosylamine--glycine ligase,1290,b4005,True,435722,437011,False
